"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2026-02-20 15:00:00","2026-02-20 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4136131,4136130,0.63346766666667,0,0
"2026-02-20 16:00:00","2026-02-20 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3913194,3913190,0.59932133333333,0,0
"2026-02-20 17:00:00","2026-02-20 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4097624,4097622,0.62756516666667,0,0
"2026-02-20 18:00:00","2026-02-20 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4924310,4924307,0.75417166666667,0,0
"2026-02-20 19:00:00","2026-02-20 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5774130,5774129,0.88432016666667,0,0
"2026-02-20 20:00:00","2026-02-20 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6134928,6134928,0.93957366666667,0,0
"2026-02-20 21:00:00","2026-02-20 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6316661,6316659,0.967402,0,0
"2026-02-20 22:00:00","2026-02-20 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6354797,6354799,0.973239,0,0
"2026-02-20 23:00:00","2026-02-21 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6119319,6119319,0.93717116666667,0,0
"2026-02-21 00:00:00","2026-02-21 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5921563,5921562,0.90688133333333,0,0
"2026-02-21 01:00:00","2026-02-21 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5773392,5773390,0.88418516666667,0,0
"2026-02-21 02:00:00","2026-02-21 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5533789,5533790,0.84748683333333,0,0
"2026-02-21 03:00:00","2026-02-21 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5402668,5402670,0.8274025,0,0
"2026-02-21 04:00:00","2026-02-21 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4763155,4763155,0.72946,0,0
"2026-02-21 05:00:00","2026-02-21 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4517471,4517471,0.69183166666667,0,0
"2026-02-21 06:00:00","2026-02-21 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4367743,4367746,0.6688985,0,0
"2026-02-21 07:00:00","2026-02-21 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4079203,4079203,0.6247075,0,0
"2026-02-21 08:00:00","2026-02-21 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3923180,3923176,0.60081083333333,0,0
"2026-02-21 09:00:00","2026-02-21 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4140375,4140373,0.6340705,0,0
"2026-02-21 10:00:00","2026-02-21 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4453921,4453919,0.682085,0,0
"2026-02-21 11:00:00","2026-02-21 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5047598,5047600,0.77299916666667,0,0
"2026-02-21 12:00:00","2026-02-21 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5099975,5099977,0.781017,0,0
"2026-02-21 13:00:00","2026-02-21 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4302180,4302177,0.658839,0,0
"2026-02-21 14:00:00","2026-02-21 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3829620,3829620,0.586468,0,0
"2026-02-21 15:00:00","2026-02-21 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3579700,3579702,0.54819316666667,0,0
"2026-02-21 16:00:00","2026-02-21 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3415598,3415598,0.52306083333333,0,0
"2026-02-21 17:00:00","2026-02-21 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2915366,2915365,0.446454,0,0
"2026-02-21 18:00:00","2026-02-21 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2453858,2453858,0.37577766666667,0,0
"2026-02-21 19:00:00","2026-02-21 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2804289,2804293,0.42944016666667,0,0
"2026-02-21 20:00:00","2026-02-21 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3158886,3158885,0.48374,0,0
"2026-02-21 21:00:00","2026-02-21 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3268705,3268702,0.50055516666667,0,0
"2026-02-21 22:00:00","2026-02-21 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3470610,3470611,0.53147183333333,0,0
"2026-02-21 23:00:00","2026-02-22 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4202224,4202224,0.643505,0,0
"2026-02-22 00:00:00","2026-02-22 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4751365,4751368,0.72759383333333,0,0
"2026-02-22 01:00:00","2026-02-22 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4915746,4915747,0.752763,0,0
"2026-02-22 02:00:00","2026-02-22 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5493839,5493838,0.84128516666667,0,0
"2026-02-22 03:00:00","2026-02-22 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5555946,5555942,0.85079216666667,0,0
"2026-02-22 04:00:00","2026-02-22 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5639102,5639101,0.86352216666667,0,0
"2026-02-22 05:00:00","2026-02-22 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5784294,5784294,0.885752,0,0
"2026-02-22 06:00:00","2026-02-22 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5680856,5680859,0.86990866666667,0,0
"2026-02-22 07:00:00","2026-02-22 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5566009,5566007,0.852319,0,0
"2026-02-22 08:00:00","2026-02-22 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5536996,5536999,0.8478725,0,0
"2026-02-22 09:00:00","2026-02-22 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5955057,5955058,0.911886,0,0
"2026-02-22 10:00:00","2026-02-22 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6056108,6056106,0.92735566666667,0,0
"2026-02-22 11:00:00","2026-02-22 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6109653,6109654,0.9355515,0,0
"2026-02-22 12:00:00","2026-02-22 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6158976,6158974,0.9431,0,0
"2026-02-22 13:00:00","2026-02-22 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6120574,6120574,0.93721583333333,0,0
"2026-02-22 14:00:00","2026-02-22 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6139241,6139242,0.94007033333333,0,0
"2026-02-22 15:00:00","2026-02-22 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5966072,5966077,0.91355016666667,0,0
"2026-02-22 16:00:00","2026-02-22 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5146244,5146242,0.78801133333333,0,0
"2026-02-22 17:00:00","2026-02-22 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3826547,3826546,0.58593216666667,0,0
"2026-02-22 18:00:00","2026-02-22 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3226874,3226877,0.4941065,0,0
"2026-02-22 19:00:00","2026-02-22 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3252567,3252568,0.4980385,0,0
"2026-02-22 20:00:00","2026-02-22 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3487602,3487601,0.53402533333333,0,0
"2026-02-22 21:00:00","2026-02-22 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3445178,3445174,0.52752716666667,0,0
"2026-02-22 22:00:00","2026-02-22 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3786951,3786952,0.57985716666667,0,0
"2026-02-22 23:00:00","2026-02-23 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4067913,4067913,0.62287533333333,0,0
"2026-02-23 00:00:00","2026-02-23 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4466294,4466291,0.68387233333333,0,0
"2026-02-23 01:00:00","2026-02-23 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4479108,4479110,0.68583166666667,0,0
"2026-02-23 02:00:00","2026-02-23 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4302988,4302990,0.65886183333333,0,0
"2026-02-23 03:00:00","2026-02-23 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4910436,4910436,0.75186916666667,0,0
"2026-02-23 04:00:00","2026-02-23 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5391789,5391791,0.825569,0,0
"2026-02-23 05:00:00","2026-02-23 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5432458,5432458,0.8317925,0,0
"2026-02-23 06:00:00","2026-02-23 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5431603,5431609,0.8316585,0,0
"2026-02-23 07:00:00","2026-02-23 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5460096,5460095,0.83601733333333,0,0
"2026-02-23 08:00:00","2026-02-23 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5637536,5637538,0.86318233333333,0,0
"2026-02-23 09:00:00","2026-02-23 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6030392,6030391,0.92333,0,0
"2026-02-23 10:00:00","2026-02-23 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6267934,6267940,0.95969716666667,0,0
"2026-02-23 11:00:00","2026-02-23 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6390869,6390871,0.97851566666667,0,0
"2026-02-23 12:00:00","2026-02-23 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6409143,6409147,0.9813095,0,0
"2026-02-23 13:00:00","2026-02-23 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6438033,6438034,0.98572883333333,0,0
"2026-02-23 14:00:00","2026-02-23 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6405449,6405450,0.980736,0,0
"2026-02-23 15:00:00","2026-02-23 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6244810,6244808,0.95613633333333,0,0
"2026-02-23 16:00:00","2026-02-23 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5903745,5903747,0.90391266666667,0,0
"2026-02-23 17:00:00","2026-02-23 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5556678,5556679,0.85076983333333,0,0
"2026-02-23 18:00:00","2026-02-23 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4957942,4957942,0.75909583333333,0,0
"2026-02-23 19:00:00","2026-02-23 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4365796,4365797,0.66843183333333,0,0
"2026-02-23 20:00:00","2026-02-23 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3990468,3990465,0.61096416666667,0,0
"2026-02-23 21:00:00","2026-02-23 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2997814,2997809,0.45898083333333,0,0
"2026-02-23 22:00:00","2026-02-23 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2215033,2215032,0.33913183333333,0,0
"2026-02-23 23:00:00","2026-02-24 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1528735,1528737,0.23405566666667,0,0
"2026-02-24 00:00:00","2026-02-24 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,845506,845505,0.12945,0,0
"2026-02-24 01:00:00","2026-02-24 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,502100,502100,0.076872966666667,0,0
"2026-02-24 02:00:00","2026-02-24 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,289394,289393,0.04430685,0,0
"2026-02-24 03:00:00","2026-02-24 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,270134,270133,0.041358,0,0
"2026-02-24 04:00:00","2026-02-24 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,232572,232573,0.035606933333333,0,0
"2026-02-24 05:00:00","2026-02-24 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,165041,165043,0.025267866666667,0,0
"2026-02-24 06:00:00","2026-02-24 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,127666,127667,0.019545683333333,0,0
"2026-02-24 07:00:00","2026-02-24 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,117333,117334,0.017963666666667,0,0
"2026-02-24 08:00:00","2026-02-24 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,70214,70215,0.010749733333333,0,0
"2026-02-24 09:00:00","2026-02-24 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,142982,142983,0.021890321666667,0,0
"2026-02-24 10:00:00","2026-02-24 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,428697,428698,0.065632216666667,0,0
"2026-02-24 11:00:00","2026-02-24 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,714758,714759,0.10942713333333,0,0
"2026-02-24 12:00:00","2026-02-24 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,852646,852645,0.13053666666667,0,0
"2026-02-24 13:00:00","2026-02-24 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,853548,853548,0.13067416666667,0,0
"2026-02-24 14:00:00","2026-02-24 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,667049,667051,0.10212141666667,0,0
"2026-02-24 15:00:00","2026-02-24 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,465183,465184,0.071216633333333,0,0
"2026-02-24 16:00:00","2026-02-24 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,276507,276510,0.042331483333333,0,0
"2026-02-24 17:00:00","2026-02-24 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,323328,323327,0.049499133333333,0,0
"2026-02-24 18:00:00","2026-02-24 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,483907,483908,0.074082316666667,0,0
"2026-02-24 19:00:00","2026-02-24 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,542298,542301,0.083021166666667,0,0
"2026-02-24 20:00:00","2026-02-24 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,549013,549017,0.084048816666667,0,0
"2026-02-24 21:00:00","2026-02-24 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,555862,555863,0.0850969,0,0
"2026-02-24 22:00:00","2026-02-24 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,594653,594655,0.091035083333333,0,0
"2026-02-24 23:00:00","2026-02-25 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,596537,596541,0.091323116666667,0,0
"2026-02-25 00:00:00","2026-02-25 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,582017,582017,0.089099966666667,0,0
"2026-02-25 01:00:00","2026-02-25 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,542219,542219,0.083007033333333,0,0
"2026-02-25 02:00:00","2026-02-25 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,424437,424440,0.064975816666667,0,0
"2026-02-25 03:00:00","2026-02-25 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,273250,273253,0.041830816666667,0,0
"2026-02-25 04:00:00","2026-02-25 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,257011,257013,0.039344666666667,0,0
"2026-02-25 05:00:00","2026-02-25 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,380320,380322,0.05822135,0,0
"2026-02-25 06:00:00","2026-02-25 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,480555,480555,0.073565433333333,0,0
"2026-02-25 07:00:00","2026-02-25 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,549632,549635,0.084139733333333,0,0
"2026-02-25 08:00:00","2026-02-25 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,873917,873915,0.13378183333333,0,0
"2026-02-25 09:00:00","2026-02-25 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1391257,1391259,0.212977,0,0
"2026-02-25 10:00:00","2026-02-25 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2017440,2017440,0.30883316666667,0,0
"2026-02-25 11:00:00","2026-02-25 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2772587,2772591,0.42443066666667,0,0
"2026-02-25 12:00:00","2026-02-25 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3022603,3022607,0.46270166666667,0,0
"2026-02-25 13:00:00","2026-02-25 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2775603,2775603,0.42488866666667,0,0
"2026-02-25 14:00:00","2026-02-25 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2534749,2534747,0.38801716666667,0,0
"2026-02-25 15:00:00","2026-02-25 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2109343,2109341,0.32289516666667,0,0
"2026-02-25 16:00:00","2026-02-25 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1285735,1285736,0.19681766666667,0,0
"2026-02-25 17:00:00","2026-02-25 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,634429,634426,0.097116683333333,0,0
"2026-02-25 18:00:00","2026-02-25 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,412648,412649,0.063166833333333,0,0
"2026-02-25 19:00:00","2026-02-25 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,616692,616689,0.094400816666667,0,0
"2026-02-25 20:00:00","2026-02-25 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1029138,1029138,0.15753566666667,0,0
"2026-02-25 21:00:00","2026-02-25 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1256939,1256936,0.1924055,0,0
"2026-02-25 22:00:00","2026-02-25 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1136534,1136532,0.173974,0,0
"2026-02-25 23:00:00","2026-02-26 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1245854,1245855,0.1907075,0,0
"2026-02-26 00:00:00","2026-02-26 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1344495,1344497,0.20580566666667,0,0
"2026-02-26 01:00:00","2026-02-26 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1469031,1469031,0.224868,0,0
"2026-02-26 02:00:00","2026-02-26 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1461735,1461737,0.22375033333333,0,0
"2026-02-26 03:00:00","2026-02-26 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1354163,1354165,0.20728333333333,0,0
