point,type,granularity,"capacity (kW)","volume (kWh)","emission (kg CO2)","emissionfactor (kg CO2/kWh)","validfrom (UTC)","validto (UTC)","lastupdate (UTC)"
Nederland,ElectricityMix,Hour,3471250,3471250,0,0,"2025-04-23 22:00:00","2025-04-23 23:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3172750,3172750,0,0,"2025-04-23 23:00:00","2025-04-24 00:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3325250,3325250,0,0,"2025-04-24 00:00:00","2025-04-24 01:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3138250,3138250,0,0,"2025-04-24 01:00:00","2025-04-24 02:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3330750,3330750,0,0,"2025-04-24 02:00:00","2025-04-24 03:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3470000,3470000,0,0,"2025-04-24 03:00:00","2025-04-24 04:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,5278500,5278500,0,0,"2025-04-24 04:00:00","2025-04-24 05:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4288750,4288750,0,0,"2025-04-24 05:00:00","2025-04-24 06:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3752000,3752000,0,0,"2025-04-24 06:00:00","2025-04-24 07:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3790250,3790250,0,0,"2025-04-24 07:00:00","2025-04-24 08:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2784750,2784750,0,0,"2025-04-24 08:00:00","2025-04-24 09:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1947750,1947750,0,0,"2025-04-24 09:00:00","2025-04-24 10:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1610500,1610500,0,0,"2025-04-24 10:00:00","2025-04-24 11:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1918750,1918750,0,0,"2025-04-24 11:00:00","2025-04-24 12:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2766000,2766000,0,0,"2025-04-24 12:00:00","2025-04-24 13:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2798000,2798000,0,0,"2025-04-24 13:00:00","2025-04-24 14:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2624500,2624500,0,0,"2025-04-24 14:00:00","2025-04-24 15:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2518250,2518250,0,0,"2025-04-24 15:00:00","2025-04-24 16:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3661750,3661750,0,0,"2025-04-24 16:00:00","2025-04-24 17:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3683250,3683250,0,0,"2025-04-24 17:00:00","2025-04-24 18:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3015250,3015250,0,0,"2025-04-24 18:00:00","2025-04-24 19:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3347500,3347500,0,0,"2025-04-24 19:00:00","2025-04-24 20:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3189000,3189000,0,0,"2025-04-24 20:00:00","2025-04-24 21:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2319500,2319500,0,0,"2025-04-24 21:00:00","2025-04-24 22:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2507250,2507250,0,0,"2025-04-24 22:00:00","2025-04-24 23:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2359500,2359500,0,0,"2025-04-24 23:00:00","2025-04-25 00:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2493000,2493000,0,0,"2025-04-25 00:00:00","2025-04-25 01:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2351500,2351500,0,0,"2025-04-25 01:00:00","2025-04-25 02:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2397000,2397000,0,0,"2025-04-25 02:00:00","2025-04-25 03:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2551500,2551500,0,0,"2025-04-25 03:00:00","2025-04-25 04:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3264500,3264500,0,0,"2025-04-25 04:00:00","2025-04-25 05:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3177500,3177500,0,0,"2025-04-25 05:00:00","2025-04-25 06:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2947000,2947000,0,0,"2025-04-25 06:00:00","2025-04-25 07:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3120000,3120000,0,0,"2025-04-25 07:00:00","2025-04-25 08:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3388000,3388000,0,0,"2025-04-25 08:00:00","2025-04-25 09:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3660250,3660250,0,0,"2025-04-25 09:00:00","2025-04-25 10:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3439750,3439750,0,0,"2025-04-25 10:00:00","2025-04-25 11:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4064750,4064750,0,0,"2025-04-25 11:00:00","2025-04-25 12:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4212750,4212750,0,0,"2025-04-25 12:00:00","2025-04-25 13:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3686750,3686750,0,0,"2025-04-25 13:00:00","2025-04-25 14:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2990750,2990750,0,0,"2025-04-25 14:00:00","2025-04-25 15:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2874750,2874750,0,0,"2025-04-25 15:00:00","2025-04-25 16:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3722000,3722000,0,0,"2025-04-25 16:00:00","2025-04-25 17:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3236000,3236000,0,0,"2025-04-25 17:00:00","2025-04-25 18:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2277000,2277000,0,0,"2025-04-25 18:00:00","2025-04-25 19:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1560750,1560750,0,0,"2025-04-25 19:00:00","2025-04-25 20:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1630500,1630500,0,0,"2025-04-25 20:00:00","2025-04-25 21:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1699500,1699500,0,0,"2025-04-25 21:00:00","2025-04-25 22:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1883000,1883000,0,0,"2025-04-25 22:00:00","2025-04-25 23:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1182750,1182750,0,0,"2025-04-25 23:00:00","2025-04-26 00:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1101000,1101000,0,0,"2025-04-26 00:00:00","2025-04-26 01:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,841000,841000,0,0,"2025-04-26 01:00:00","2025-04-26 02:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,967500,967500,0,0,"2025-04-26 02:00:00","2025-04-26 03:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1204500,1204500,0,0,"2025-04-26 03:00:00","2025-04-26 04:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,768250,768250,0,0,"2025-04-26 04:00:00","2025-04-26 05:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,988000,988000,0,0,"2025-04-26 05:00:00","2025-04-26 06:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1142500,1142500,0,0,"2025-04-26 06:00:00","2025-04-26 07:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1884750,1884750,0,0,"2025-04-26 07:00:00","2025-04-26 08:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3403250,3403250,0,0,"2025-04-26 08:00:00","2025-04-26 09:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4714750,4714750,0,0,"2025-04-26 09:00:00","2025-04-26 10:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,5289250,5289250,0,0,"2025-04-26 10:00:00","2025-04-26 11:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,5056750,5056750,0,0,"2025-04-26 11:00:00","2025-04-26 12:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4860500,4860500,0,0,"2025-04-26 12:00:00","2025-04-26 13:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4612000,4612000,0,0,"2025-04-26 13:00:00","2025-04-26 14:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3512250,3512250,0,0,"2025-04-26 14:00:00","2025-04-26 15:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2316750,2316750,0,0,"2025-04-26 15:00:00","2025-04-26 16:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1873000,1873000,0,0,"2025-04-26 16:00:00","2025-04-26 17:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1493250,1493250,0,0,"2025-04-26 17:00:00","2025-04-26 18:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,641250,641250,0,0,"2025-04-26 18:00:00","2025-04-26 19:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,872500,872500,0,0,"2025-04-26 19:00:00","2025-04-26 20:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1167250,1167250,0,0,"2025-04-26 20:00:00","2025-04-26 21:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1673000,1673000,0,0,"2025-04-26 21:00:00","2025-04-26 22:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1162000,1162000,0,0,"2025-04-26 22:00:00","2025-04-26 23:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1259250,1259250,0,0,"2025-04-26 23:00:00","2025-04-27 00:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,645000,645000,0,0,"2025-04-27 00:00:00","2025-04-27 01:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,475000,475000,0,0,"2025-04-27 01:00:00","2025-04-27 02:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,355000,355000,0,0,"2025-04-27 02:00:00","2025-04-27 03:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,0,0,0,0,"2025-04-27 03:00:00","2025-04-27 04:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,16000,16000,0,0,"2025-04-27 04:00:00","2025-04-27 05:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,291000,291000,0,0,"2025-04-27 05:00:00","2025-04-27 06:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1086750,1086750,0,0,"2025-04-27 06:00:00","2025-04-27 07:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2439000,2439000,0,0,"2025-04-27 07:00:00","2025-04-27 08:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2848000,2848000,0,0,"2025-04-27 08:00:00","2025-04-27 09:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4005250,4005250,0,0,"2025-04-27 09:00:00","2025-04-27 10:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3996250,3996250,0,0,"2025-04-27 10:00:00","2025-04-27 11:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4214000,4214000,0,0,"2025-04-27 11:00:00","2025-04-27 12:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3987250,3987250,0,0,"2025-04-27 12:00:00","2025-04-27 13:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4245250,4245250,0,0,"2025-04-27 13:00:00","2025-04-27 14:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2879500,2879500,0,0,"2025-04-27 14:00:00","2025-04-27 15:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2447500,2447500,0,0,"2025-04-27 15:00:00","2025-04-27 16:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1392750,1392750,0,0,"2025-04-27 16:00:00","2025-04-27 17:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2289250,2289250,0,0,"2025-04-27 17:00:00","2025-04-27 18:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1589250,1589250,0,0,"2025-04-27 18:00:00","2025-04-27 19:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1056750,1056750,0,0,"2025-04-27 19:00:00","2025-04-27 20:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1149000,1149000,0,0,"2025-04-27 20:00:00","2025-04-27 21:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,928000,928000,0,0,"2025-04-27 21:00:00","2025-04-27 22:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,345500,345500,0,0,"2025-04-27 22:00:00","2025-04-27 23:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,380500,380500,0,0,"2025-04-27 23:00:00","2025-04-28 00:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,944250,944250,0,0,"2025-04-28 00:00:00","2025-04-28 01:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,862000,862000,0,0,"2025-04-28 01:00:00","2025-04-28 02:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1370000,1370000,0,0,"2025-04-28 02:00:00","2025-04-28 03:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1672000,1672000,0,0,"2025-04-28 03:00:00","2025-04-28 04:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2368000,2368000,0,0,"2025-04-28 04:00:00","2025-04-28 05:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2275750,2275750,0,0,"2025-04-28 05:00:00","2025-04-28 06:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3936750,3936750,0,0,"2025-04-28 06:00:00","2025-04-28 07:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2439250,2439250,0,0,"2025-04-28 07:00:00","2025-04-28 08:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2320250,2320250,0,0,"2025-04-28 08:00:00","2025-04-28 09:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4199000,4199000,0,0,"2025-04-28 09:00:00","2025-04-28 10:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,5763750,5763750,0,0,"2025-04-28 10:00:00","2025-04-28 11:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,5327750,5327750,0,0,"2025-04-28 11:00:00","2025-04-28 12:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,5559000,5559000,0,0,"2025-04-28 12:00:00","2025-04-28 13:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4505250,4505250,0,0,"2025-04-28 13:00:00","2025-04-28 14:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2581000,2581000,0,0,"2025-04-28 14:00:00","2025-04-28 15:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1660750,1660750,0,0,"2025-04-28 15:00:00","2025-04-28 16:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3035500,3035500,0,0,"2025-04-28 16:00:00","2025-04-28 17:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2177250,2177250,0,0,"2025-04-28 17:00:00","2025-04-28 18:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1773500,1773500,0,0,"2025-04-28 18:00:00","2025-04-28 19:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1676750,1676750,0,0,"2025-04-28 19:00:00","2025-04-28 20:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1174750,1174750,0,0,"2025-04-28 20:00:00","2025-04-28 21:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1565750,1565750,0,0,"2025-04-28 21:00:00","2025-04-28 22:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1381750,1381750,0,0,"2025-04-28 22:00:00","2025-04-28 23:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1174250,1174250,0,0,"2025-04-28 23:00:00","2025-04-29 00:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1342250,1342250,0,0,"2025-04-29 00:00:00","2025-04-29 01:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1287000,1287000,0,0,"2025-04-29 01:00:00","2025-04-29 02:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1137000,1137000,0,0,"2025-04-29 02:00:00","2025-04-29 03:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1007750,1007750,0,0,"2025-04-29 03:00:00","2025-04-29 04:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,1664250,1664250,0,0,"2025-04-29 04:00:00","2025-04-29 05:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2547500,2547500,0,0,"2025-04-29 05:00:00","2025-04-29 06:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3360500,3360500,0,0,"2025-04-29 06:00:00","2025-04-29 07:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2341750,2341750,0,0,"2025-04-29 07:00:00","2025-04-29 08:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2142500,2142500,0,0,"2025-04-29 08:00:00","2025-04-29 09:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3411750,3411750,0,0,"2025-04-29 09:00:00","2025-04-29 10:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,5337750,5337750,0,0,"2025-04-29 10:00:00","2025-04-29 11:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,5799750,5799750,0,0,"2025-04-29 11:00:00","2025-04-29 12:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,5849250,5849250,0,0,"2025-04-29 12:00:00","2025-04-29 13:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,4989000,4989000,0,0,"2025-04-29 13:00:00","2025-04-29 14:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3237500,3237500,0,0,"2025-04-29 14:00:00","2025-04-29 15:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2209000,2209000,0,0,"2025-04-29 15:00:00","2025-04-29 16:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,3598500,3598500,0,0,"2025-04-29 16:00:00","2025-04-29 17:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2967000,2967000,0,0,"2025-04-29 17:00:00","2025-04-29 18:00:00","2026-01-28 08:29:24"
Nederland,ElectricityMix,Hour,2276750,2276750,0,0,"2025-04-29 18:00:00","2025-04-29 19:00:00","2026-01-28 08:29:24"
